URL,Description,Type
https://www.ana.co.jp/en/us/coops/ ,Ana,Not Phishing
http://www.kueronekayaeotn.co.jp.713pk.cn/,Yamato Transport,Phishing
https://ewddeuc.cn/?id=,Apple ID,Phishing
https://6oxoet.cfd/?info=*,Yamato Transport,Phishing
http://kkkqwr.cfd/,Amazon,Phishing
https://www.paypalobjects.com/shopping-cart.txt ,paypal,Not Phishing
https://www.americanexpress.com/cop/ , americanexpress,Not Phishing
https://black-ofertasmagalu.ntdll.top/ruqnOYfR2Z2WlSpEYisWkl6EeARGqcGS ,Adobe,Phishing
https://hik2v9s.duckdns.org/,softbank,Phishing
https://www.kuronekoyamato.co.jp/en/xae/  ,Yamato Transport,Not Phishing
https://tradeassurance.alibaba.com/?tracelog=PC_header_landingpage,Alibaba,Not Phishing
https://www.an-anamzan-aouan-co-jp-tuenuvn.15vqd.cn/,Amazon,Phishing
https://www.kuronekoyamato.co.jp/en/xaq/  ,Yamato Transport,Not Phishing
https://rgnvaz8tm.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/vangelis.txt ,paypal,Not Phishing
https://mail.hsdymkz.cn/,SAISON CARD,Phishing
https://www.paypalobjects.com/versicherungen.txt ,paypal,Not Phishing
https://www.nhkplus.login.kaiyunapp59.com/YWJjZDAwMDQ4P2VyaXl1cmlAanVuby5vY24ubmUuanA,NHK,Phishing
https://www.paypalobjects.com/umich.txt ,paypal,Not Phishing
https://account.uxdawn.com,Mitsui Sumitomo Bank Card,Phishing
https://www.ana.co.jp/en/us/experimenteel/ ,Ana,Not Phishing
https://www.adobe.com/ap/ ,adobe,Not Phishing
https://t87ff.cfd/,Amazon,Phishing
https://www.owndetector.com/,GMO Aozora Net Bank,Phishing
https://pajide.icu/,PayPay,Phishing
https://www.sfv920.com/,Ekinet,Phishing
https://www.paypalobjects.com/share-permissions.html ,paypal,Not Phishing
https://www.plus.nhk-jp-plus-nhk-jp.sya6db.cfd/,NHK,Phishing
https://www.enruvoer79.otzo.com/,SAISON CARD,Phishing
https://333ii.xyz/index.php?id=,Amazon,Phishing
https://www.adobe.com/support/usergroup/main.html ,adobe,Not Phishing
https://www.paypalobjects.com/th_5051011716027xr.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/antimega/ ,Ana,Not Phishing
https://7eb8728cd9c0d5234c41f1d66027c5ae.rforreading.com/caonige,Epos card,Phishing
https://tx64t61gg.duckdns.org/,Aeon bank,Phishing
https://www2.miocrrd.co.jp.u5209.cn/,MICARD,Phishing
https://www295.americanexpress.com/entertainmentaccess/home.do?operation=search&category=All%20Entertainment&location=San%20Francisco&template=templateA , americanexpress,Not Phishing
https://x0hq8qhll.duckdns.org,Aeon bank,Phishing
https://bbbiidf.cfd/,Amazon,Phishing
https://828hfghfdds.cfd/index.php?id=,Mitsui Sumitomo Bank Card,Phishing
https://facebook-com-checkpoint-next.pages.net.br/9894874111 ,Facebook,Phishing
https://www.gamestop.fit/,Ministry of Internal Affairs and Communications,Phishing
https://fsdlg.cn/,Mitsui Sumitomo Bank Card,Phishing
https://www.paypalobjects.com/t338.txt ,paypal,Not Phishing
https://www.etc.userinformation.zhuoyuewuzihuishou.com/a3IwMDY1P3,ETC,Phishing
https://www.paypalobjects.com/posthumus.html ,paypal,Not Phishing
https://8dyqo0bq.duckdns.org,Aeon bank,Phishing
https://www2.mioacd.co.jp.s1744.cn/,MICARD,Phishing
https://www.paypalobjects.com/trademarkinformation.php ,paypal,Not Phishing
http://oc6ippqw0.duckdns.org/,softbank,Phishing
https://www.americanexpress.com/comsolutions_poty2003/ , americanexpress,Not Phishing
https://wvjoryb.cn/,Mitsui Sumitomo Bank Card,Phishing
https://fbgt56ik.misecure.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/pricescale.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/entreprises/ ,Ana,Not Phishing
https://www.ana.co.jp/en/us/footer-image/ ,Ana,Not Phishing
https://www.paypalobjects.com/theeye.txt ,paypal,Not Phishing
https://wceyy.cfd/,Amazon,Phishing
https://eilenwhyet16.life/,Mizuho Bank,Phishing
https://www.paypalobjects.com/visual_basic.html ,paypal,Not Phishing
https://fannn.cfd/,Amazon,Phishing
https://cdshtrjhs.x24hr.com/,softbank,Phishing
https://www.ana.co.jp/en/us/christina-aguilera/ ,Ana,Not Phishing
https://www.ana.co.jp/en/us/lcd_tv/ ,Ana,Not Phishing
https://accout.smba.jp.jeannedeneval.com/,Mitsui Sumitomo Bank Card,Phishing
https://tep0scku.duckdns.org,Aeon bank,Phishing
https://hrtjthgds.organiccrap.com/,SAISON CARD,Phishing
https://www.etc.kkm452.com/,ETC,Phishing
https://r3lhfacx.duckdns.org,Aeon bank,Phishing
https://5k9l9jf.duckdns.org,Aeon bank,Phishing
https://www.etc.information.westhaventownhomes.com/a3IwMDY1P3,ETC,Phishing
https://gyhrll.cn,Mitsui Sumitomo Bank Card,Phishing
https://www.epcosard.co.jp.xinghefa.cn/,Epos card,Phishing
https://www.paypalobjects.com/tcd.php ,paypal,Not Phishing
https://www.kuronekoyamato.co.jp/en/victory/  ,Yamato Transport,Not Phishing
https://www262.americanexpress.com/business-card-application/business-gold-card/apply/3207-9-0/?openvan=EXPRESS , americanexpress,Not Phishing
https://kv2u3q.duckdns.org/,Aeon bank,Phishing
https://ertuwjs34uj.serveuser.com/,Apple ID,Phishing
https://www.paypalobjects.com/tvmania.php ,paypal,Not Phishing
http://z-2lk.npvbi.com/,Apple ID,Phishing
https://a8778.cn/index.php?info=*,PayPay,Phishing
https://www.goin-eki-co.jp-admini-popapcm.bbsqj.cn/,Ekinet,Phishing
https://www.paypalobjects.com/sc_livescience.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/i14/ ,Ana,Not Phishing
https://qaqgfdd.cfd/,Amazon,Phishing
https://www.xhlbondy.com/,Sumitomo Mitsui Trust Bank,Phishing
https://jytjhsdgas.ourhobby.com/,SAISON CARD,Phishing
https://www.kuronekoyamato.co.jp/en/whatsnew20/  ,Yamato Transport,Not Phishing
https://www.smbec-casecrd.co.jp.selcc8.cfd/,Mitsui Sumitomo Bank Card,Phishing
https://www.paypalobjects.com/web_applications.txt ,paypal,Not Phishing
https://www.kuerskaanmensyaseatn.co.jp.hty28.top/,Yamato Transport,Phishing
http://x9x2.opcwq.com/,Apple ID,Phishing
https://3e724e480b6677fa8ed0c1cc9dda8962.thebookofash.com/caonige3e724e480b6677fa8ed0c1cc9dda8962,Amazon,Phishing
https://euorveurov79.jungleheart.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/sirene.txt ,paypal,Not Phishing
https://pthtm-fpathpwittl.web.app/,Adobe,Phishing
https://global.americanexpress.com/card-benefits/view-all/gold , americanexpress,Not Phishing
https://www.smib.co.pyxszylglj.com/,Sumitomo Mitsui Trust Bank,Phishing
https://www.etc.userinformation.huiheng-flower.com/a3IwMDY1P3,ETC,Phishing
https://betrv453.jungleheart.com/,Epos card,Phishing
https://www.ana.co.jp/en/us/ihome/ ,Ana,Not Phishing
https://gmo-aozore.co.moyublogx.com/,GMO Aozora Net Bank,Phishing
https://mpphotoclub.com/,Ministry of Internal Affairs and Communications,Phishing
https://oquvov3.duckdns.org,Aeon bank,Phishing
https://uit865g.dnsrd.com/,SAISON CARD,Phishing
http://z-nf.sbbvq.com/,Apple ID,Phishing
https://kuerenenkaycaeto.co.jp.yejiewang.cn/,Yamato Transport,Phishing
https://sso-login_auth-mail-biglobe_bin-64d9c32f908dd.afghanhoundreview.com/auth-scpf_op-sso-mail_cj-apis/,BIGLOBE,Phishing
https://www.kueronekayceotn.co.jp.713pk.cn/,Yamato Transport,Phishing
https://www.adobe.com/eeurope/ ,adobe,Not Phishing
https://www.paypalobjects.com/witnesslist.php ,paypal,Not Phishing
https://er3kqwb5gywxc4z.ownd.my.id/upload-id/,Facebook,Phishing
https://account.smba.zfrycn.com/,Mitsui Sumitomo Bank Card,Phishing
https://www.wer3rfwer34.faqserv.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/replay-av.txt ,paypal,Not Phishing
https://ihm0f3t.asia/index.php?id=,Mercari,Phishing
https://kg7tg42gw.com/?o2dep.uienecg,Epos card,Phishing
https://www.ana.co.jp/en/us/asusreport-frame4_s/ ,Ana,Not Phishing
https://www.paypalobjects.com/webdev-logo.html ,paypal,Not Phishing
https://918nuftas.cfd/,Apple ID,Phishing
https://glasstilesny.com/,Mizuho Bank,Phishing
https://hndbkj.cn/?info=*,Yamato Transport,Phishing
https://www.jgsday3456y5.misecure.com/,SAISON CARD,Phishing
https://www.kuronekoyamato.co.jp/en/vendors/  ,Yamato Transport,Not Phishing
http://axyxnnmjih.duckdns.org/,Apple ID,Phishing
https://bitcc.cfd/,Amazon,Phishing
https://www.ana.co.jp/en/us/followup/ ,Ana,Not Phishing
https://tkl1qp.duckdns.org/,Aeon bank,Phishing
https://dwqghrgdf.2waky.com/,SAISON CARD,Phishing
https://www.americanexpress.com/chicken/ , americanexpress,Not Phishing
https://paypay.ne.jp.evrtfs.cn,PayPay,Phishing
http://ezxwoligdz.duckdns.org/,Apple ID,Phishing
https://recove-ry171191.com/confirm.html,Facebook,Phishing
https://lg2paz.xyz/,Yamato Transport,Phishing
https://www.etc.kkm118.com/,ETC,Phishing
https://www.paypalobjects.com/reproductiverights.php ,paypal,Not Phishing
https://gfdsytre.vizvaz.com/,SAISON CARD,Phishing
https://027e413c5d87a590e71f57616469d119.bml865.com/caonige027e413c5d87a590e71f57616469d119,Amazon,Phishing
https://www.plus.nhk-jp-plus-nhk-jp.23kbef.cfd/,NHK,Phishing
https://www.americanexpress.com/celebrities/ , americanexpress,Not Phishing
https://tribelio.page/fbaccesslogin,Facebook,Phishing
https://www.confirmation.siweceid.shop/a3IwMDY1P3,ETC,Phishing
https://www.webyiew9.lflinkup.com/,SAISON CARD,Phishing
https://themes.shopify.com?locale=en,shopify,Not Phishing
https://www.paypalobjects.com/summers.txt ,paypal,Not Phishing
https://www.mespadel.com/,ETC,Phishing
https://amzcth.icu/,Amazon,Phishing
https://5d4ihh8.duckdns.org,Aeon bank,Phishing
https://swhealth.cn/,ETC,Phishing
https://www.kuronekoyamato.co.jp/en/washington-dc/  ,Yamato Transport,Not Phishing
https://www.weghasd35.dns05.com/,AEON card,Phishing
https://www.paypalobjects.com/wesat.html ,paypal,Not Phishing
https://eki-net.hlh784.com/,Ekinet,Phishing
https://wxeee.cfd/index.php?info=*,softbank,Phishing
https://entry-cgi-auth-email-biglobe_bins-6486a4a8ed016.healthcareshoppingcart.com/auth-indexes_appi_sso-webmail_rui/,BIGLOBE,Phishing
https://direct.sm.tb.sjzgkj.gay/,Sumitomo Mitsui Trust Bank,Phishing
https://priyoshopretail.com/kinley,Priyoshop,Not Phishing
https://www.ana.co.jp/en/us/blumenstraeusse/ ,Ana,Not Phishing
https://wernueorv79.jkub.com/,SAISON CARD,Phishing
http://z-17he.uemya.com/,Apple ID,Phishing
https://gvp0my.cfd/,SAISON CARD,Phishing
https://gtrhdsfa.mrbonus.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/stpeter.txt ,paypal,Not Phishing
https://www.paypalobjects.com/tuition_fees.txt ,paypal,Not Phishing
https://www.goo-eki.co.jp-lincxc.jknjvru.cn/,Ekinet,Phishing
https://ceedunnjeseres12.top/rosemarycs2.php,Sumitomo Mitsui Trust Bank,Phishing
https://www.ana.co.jp/en/us/cfb/ ,Ana,Not Phishing
https://www.americanexpress.com/cafe/ , americanexpress,Not Phishing
https://www.paypalobjects.com/recreational.txt ,paypal,Not Phishing
https://www.ana.co.jp/en/us/career-opportunities/ ,Ana,Not Phishing
https://y0ro7p.icu/,Mitsui Sumitomo Bank Card,Phishing
https://www.paypalobjects.com/portlanders.php ,paypal,Not Phishing
https://www.smtb.ranghguo.com/,Sumitomo Mitsui Trust Bank,Phishing
https://www.adobe.com/communities ,adobe,Not Phishing
https://cocoisland-reunion.com/,Amazon,Phishing
https://nxu40f753.duckdns.org,Aeon bank,Phishing
https://rewtjn3436qu.serveusers.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/unid.html ,paypal,Not Phishing
https://www.kuerennkaycocato.co.jp.258design.cn/,Yamato Transport,Phishing
https://www.paypalobjects.com/wedding1.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/li/ ,Ana,Not Phishing
https://eruviernv79.itemdb.com/,Mercari,Phishing
https://www.paypalobjects.com/py03.txt ,paypal,Not Phishing
https://cfvmm.cfd/,Amazon,Phishing
https://www.kuronekoyamato.co.jp/en/uspto/  ,Yamato Transport,Not Phishing
http://ukigggcrnk.duckdns.org/,Apple ID,Phishing
https://www.ana.co.jp/en/us/corner_blue/ ,Ana,Not Phishing
https://f1e0fc.icu/,SAISON CARD,Phishing
https://priyoshopretail.com/sprite,Priyoshop,Not Phishing
https://wrehnsfdet3.almostmy.com/,softbank,Phishing
https://www.gogo-azamna-ouan-co-jp.csrsbgj.cn/,Amazon,Phishing
https://www.ana.co.jp/en/us/home_images/ ,Ana,Not Phishing
http://plihzxtuso.duckdns.org/,Apple ID,Phishing
http://xhgecdtuyw.duckdns.org/,Apple ID,Phishing
https://www.ana.co.jp/en/us/beginning/ ,Ana,Not Phishing
https://grp01-id-rakuten-co-jp.dshsewc3558rv.cn/,Rakuten,Phishing
https://feddddsad.4pu.com/,Apple ID,Phishing
https://htrhdsfds.2waky.com/,softbank,Phishing
http://3q2qq.cfd/,Amazon,Phishing
https://time-leapstrip.site/,Apple ID,Phishing
https://pub-9d845b5266b1419285563c7c09bf5407.r2.dev/index.html,Microsoft,Phishing
https://www.ana.co.jp/en/us/hr_l/ ,Ana,Not Phishing
https://918nuastg.icu/,Apple ID,Phishing
https://www209.americanexpress.com/merchant/singlevoice/USEng/FrontServlet?request_type=navigate&page=yourAccount&merch_van=reporting , americanexpress,Not Phishing
https://www.americanexpress.com/companydetails/ , americanexpress,Not Phishing
https://wwelpvd.cfd/,Amazon,Phishing
https://santacristinaxiiiimoveis.com.br/wp-content/upgrade/BIGLOBE.html,BIGLOBE,Phishing
http://agri-tecture.com/,Amazon,Phishing
https://www.ana.co.jp/en/us/free-nameservers/ ,Ana,Not Phishing
https://www.kowxxvw.cn/,SAISON CARD,Phishing
https://is.gd/gbOYkB,Sumitomo Mitsui Trust Bank,Phishing
https://9qwyxhf1.duckdns.org,Aeon bank,Phishing
http://rsrpmlaazx.duckdns.org/,Apple ID,Phishing
https://64db3g.icu/,Mitsui Sumitomo Bank Card,Phishing
https://btwecr3.ezua.com/,ETC,Phishing
https://www.kueresnsaskaycsato.co.jp.qbgu.cn/,Yamato Transport,Phishing
https://00536a620902bb3cc5adc6557c82ca77.caonimamajap.com/aeon.co.jp/,AEON card,Phishing
https://s1.pttmdak.cn/,SAISON CARD,Phishing
https://gcsnetcon.com/,Amazon,Phishing
https://www.americanexpress.com/cmt/ , americanexpress,Not Phishing
https://www.aeoni.co.jpmerit.cyou/,Epos-card,Phishing
https://hsdymkz.cn/,SAISON CARD,Phishing
https://l9f9p1.icu/,SAISON CARD,Phishing
https://jskagd.cc/index.php?id=example@example,Mercari,Phishing
https://777nueo.cfd/index.php?info=c905b46aa7f32813a924704f9be8b68f,SAISON CARD,Phishing
https://online.americanexpress.com/myca/accountprofile/us/view.do?request_type=authreg_yiv&source=vanity , americanexpress,Not Phishing
https://aeconcaerd.nazpvmk.cn/,SAISON CARD,Phishing
https://vuzesgauelgbbjlwwzdn.wsr127.com/jp.html?id=*,Mitsui Sumitomo Bank Card,Phishing
http://dojrhckcy.duckdns.org/,Aeon bank,Phishing
http://dazxywoolj.duckdns.org/,Apple ID,Phishing
https://www.paypalobjects.com/statics.html ,paypal,Not Phishing
https://wrewqrf.jetos.com,TS CUBIC CARD_MY TS3,Phishing
https://www.saisoncard.co.jp/news/,Saisoncard,Not Phishing
https://www.fehtegfsa.yourtrap.com/,SAISON CARD,Phishing
https://saissaoaceard.co.jp.268tv.com.cn/,SAISON CARD,Phishing
https://www.kueroansaskayasatn.co.jp.giqk.cn/ai/index.php,Yamato Transport,Phishing
https://protection6.start.page/,Facebook,Phishing
https://www.direct.sntb.jrnxowtlfe.com/,Sumitomo Mitsui Trust Bank,Phishing
https://135556.cc/index.php?id=*,Epos card,Phishing
https://btwrev34twre.dumb1.com,SAISON CARD,Phishing
https://www.americanexpress.com/bw_logo/ , americanexpress,Not Phishing
https://btwrerc34f3v3.ygto.com,Apple ID,Phishing
https://accout.smba.jp.cilizhan.com/,Mitsui Sumitomo Bank Card,Phishing
https://www.ana.co.jp/en/us/flawfinder/ ,Ana,Not Phishing
https://ming.post-ramon.monster/,SAISON CARD,Phishing
https://www.paypalobjects.com/user-reset.php ,paypal,Not Phishing
https://www.ciberasistente.com/,ETC,Phishing
https://www.kuronekoyamato.co.jp/en/xbl/  ,Yamato Transport,Not Phishing
https://l4tqoskr.duckdns.org,Aeon bank,Phishing
https://lucyravitch.com/index.php?id=*,au,Phishing
https://www.kueresnrsaskaycsato.co.jp.ectk.cn/,Yamato Transport,Phishing
https://www.ana.co.jp/en/us/button1c/ ,Ana,Not Phishing
https://ie.eflow.ink/,SAISON CARD,Phishing
https://cascc.cfd/,SAISON CARD,Phishing
https://www.paypalobjects.com/rfc3207.txt ,paypal,Not Phishing
https://u1xqal.icu/,SAISON CARD,Phishing
https://www.ana.co.jp/en/us/botcrnr/ ,Ana,Not Phishing
https://pqjrhpzi.duckdns.org,Aeon bank,Phishing
https://dsafdafsajytad.zzux.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/vegasfamily.html ,paypal,Not Phishing
https://1xbet.com/sr,1xbet,Not Phishing
https://www.jacos.co.jp.gzxuancai.cn/,JACCS,Phishing
https://www.ana.co.jp/en/us/cyber_security/ ,Ana,Not Phishing
https://www.americanexpress.com/crypton/ , americanexpress,Not Phishing
https://lllweqfsa.cfd/,Amazon,Phishing
https://www.quisisdt.one/,Ekinet,Phishing
https://www.in-eki-co-jp.popabob.gsgyqxx.cn/,Ekinet,Phishing
https://buzzteakhome.com,Amazon,Phishing
https://www.index-azamna-ouan-co-jp.lansna.top10sale.cn/,Amazon,Phishing
https://amazonci.life/,Amazon,Phishing
https://www.paypalobjects.com/thailand_980901.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/educators/ ,Ana,Not Phishing
https://et65iksh.otzo.com/,SAISON CARD,Phishing
https://ohfi1xab.duckdns.org,Aeon bank,Phishing
https://2b4b7bf3226b4279305087cb105dec06.warmforhome.com/caonige2b4b7bf3226b4279305087cb105dec06,Amazon,Phishing
https://kiwi-l6mq-5un2.deh28n96.workers.dev/,Mitsui Sumitomo Bank Card,Phishing
https://365ii.cfd/index.php?id=,SAISON CARD,Phishing
https://fanoo.cfd/,Amazon,Phishing
https://saiaonsaues.zxghpyb.cn,SAISON CARD,Phishing
https://ftrfad.cfd/,Apple ID,Phishing
https://913ghyrvf.com/,Amazon,Phishing
https://accounts.adobe.com/ ,adobe,Not Phishing
https://ftrbth.cfd/,Apple ID,Phishing
https://www.kuronekoyamato.co.jp/en/vendor/  ,Yamato Transport,Not Phishing
https://www.paypalobjects.com/password_txt.php ,paypal,Not Phishing
https://mail.315quality.com/,Ekinet,Phishing
https://xucyvr3d.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/setups.html ,paypal,Not Phishing
https://www.ana.co.jp/en/us/hdr_gear11/ ,Ana,Not Phishing
https://hcbbzonasferg2.top/wollaston1.php,Sumitomo Mitsui Trust Bank,Phishing
https://meoaa.cfd/index.php?id=,Amazon,Phishing
https://gerherrgsd.youdontcare.com/,SAISON CARD,Phishing
https://www.ana.co.jp/en/us/clientside/ ,Ana,Not Phishing
https://b2d27o.webwave.dev/,BIGLOBE,Phishing
https://www.etc.userinformation.ratetheugly.com/a3IwMDY1P3,ETC,Phishing
https://bexja.online/,AEON card,Phishing
https://n2z9al4.asia/index.php?id=*,au,Phishing
https://www.kueronekayaecotn.co.jp.29la.cn/,Yamato Transport,Phishing
https://hfioedfs.dns04.com/,Apple ID,Phishing
https://51rv9h6.cc/index.php?id=,Apple ID,Phishing
https://www.kuronekoyamato.co.jp/en/wargames/  ,Yamato Transport,Not Phishing
https://www.paypalobjects.com/zephyr.php ,paypal,Not Phishing
https://qq2gvfdgj.cfd/,Amazon,Phishing
https://0310.pages.net.br/ne,Facebook,Phishing
https://xdp2zg.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/redface.php ,paypal,Not Phishing
https://3mtaaeny.duckdns.org,Aeon bank,Phishing
https://jd4yvpw.duckdns.org,Aeon bank,Phishing
https://www2.etc-merisai.jp.login.vvyakwr.cn//msidecrt.php?sinvu7yfte=*,ETC,Phishing
https://jjjrr.cfd/,Amazon,Phishing
https://www.kuronekoyamato.co.jp/en/worldofwarcraft/  ,Yamato Transport,Not Phishing
https://mean-meaning.zzux.com/,Amazon,Phishing
https://grejytjr.sexidude.com/,SAISON CARD,Phishing
https://nuweorve7r9v.mefound.com/,PayPay,Phishing
https://accout-update-smba.jp.ktkj.world/,Mitsui Sumitomo Bank Card,Phishing
https://direct-smtb-jp-login.data-elite.com/,Sumitomo Mitsui Trust Bank,Phishing
https://www.goto-azamna-ouan-co-jp-onocnusn.758sn.cn/,Amazon,Phishing
http://gamzental.com/,Amazon,Phishing
https://leeff.cfd/index.php?id=,SAISON CARD,Phishing
https://765991.cc/?id=,Amazon,Phishing
http://www2.miocrrd.co.jp.i1196.cn/,MICARD,Phishing
https://www.paypalobjects.com/rifles.txt ,paypal,Not Phishing
https://www.ana.co.jp/en/us/june/ ,Ana,Not Phishing
https://bchjer.ink/,Jibun bank,Phishing
https://v160-251-123-47.myvps.jp,Mercari,Phishing
https://7yyoo.cfd/,Amazon,Phishing
https://www.americanexpress.com/cluster/ , americanexpress,Not Phishing
https://cirm4z4.duckdns.org,Aeon bank,Phishing
https://emv1.zxcnaey6l66.com/,Ekinet,Phishing
http://bbvyjyf.cfd/,Amazon,Phishing
http://yy5yy.buzz/,Ministry of Internal Affairs and Communications,Phishing
https://www.ana.co.jp/en/us/l10hc_reporter/ ,Ana,Not Phishing
https://776wbervwrtv.cfd/index.php?info=032f38625f8499d913be99da0d4bc553,Mercari,Phishing
https://bigservies.weeblysite.com/,BIGLOBE,Phishing
https://f69c9998d1226cab1dcbfecee73b2dc2.asdff06.cn/caonige,Amazon,Phishing
https://smsaa.cfd/,Amazon,Phishing
https://111yy.cfd/,AEON card,Phishing
https://www.ana.co.jp/en/us/iccd_v4/ ,Ana,Not Phishing
https://www.etc.userinformation.f5dgbty.cc/a3IwMDY1P3,ETC,Phishing
https://99jumftbv.com/index.php?id=*,softbank,Phishing
https://mulgg.cfd/,Amazon,Phishing
https://www.eyedentity.com.au/abgvlcdigeejwkhzyre,CIBC,Phishing
https://www.paypalobjects.com/tt0482571.html ,paypal,Not Phishing
https://scntzk8f.duckdns.org,Aeon bank,Phishing
https://menorcatotal.com/,Amazon,Phishing
http://nhanqua-freefire.com/OPwX2vkHW43inDEUIMc7UOS3b5n3iwumPozzwtR37vt59Tku7tqb/S4hifMhtyFalkdHjWM14jNURpIEAN3IQSFFIKSDNKtdsxF,Facebook,Phishing
https://dqwgrtgfa.dns-stuff.com/,softbank,Phishing
https://www.goo-eki.co.jp-lin-inf.zylmysd.cn/,Ekinet,Phishing
https://support-pages2024.start.page/,Facebook,Phishing
https://www.smboc-cascerd.co.jp.0e4uu1.cfd/,Mitsui Sumitomo Bank Card,Phishing
https://0fpmcxi1h.duckdns.org,Aeon bank,Phishing
https://www.americanexpress.com/csharp/ , americanexpress,Not Phishing
https://meta-security-update.start.page/,Facebook,Phishing
https://qccasing.cn/index.php?info=*,SAISON CARD,Phishing
https://wsfdqg.cfd/,Amazon,Phishing
http://iiidewfweg.cfd/,Amazon,Phishing
https://www.paypalobjects.com/sergesim.html ,paypal,Not Phishing
https://4t5zz.cfd/,Amazon,Phishing
https://fb-login-form.vercel.app/,Facebook,Phishing
https://www.nhkplus.or.login.greatcollagen.com/YWJjZDAwMDU3P2Ftbl84QGV6d2ViLm5lLmpw,NHK,Phishing
https://gametrade.cc/?req=1087759124483280957,GameTrade,Phishing
https://www.paypalobjects.com/visualstudio.php ,paypal,Not Phishing
https://www.paypalobjects.com/rdt.txt ,paypal,Not Phishing
https://ktlmpevrssfexxyytj.twu198.com/jp.html?id=*,Mitsui Sumitomo Bank Card,Phishing
https://www.kuronekoyamato.co.jp/en/video/  ,Yamato Transport,Not Phishing
https://fandd.cfd/,Amazon,Phishing
https://j1djpt.duckdns.org,Aeon bank,Phishing
https://3dm2fc.cfd/?info=32503499904370334162,SAISON CARD,Phishing
https://www.kuronekoyamato.co.jp/en/viral/  ,Yamato Transport,Not Phishing
http://qeefdbzpmk.duckdns.org/,Apple ID,Phishing
https://www.kuronekoyamato.co.jp/en/uz_flag/  ,Yamato Transport,Not Phishing
https://51couple.com/jp,TEPCO,Phishing
https://k520k.com.cn/,Mitsui Sumitomo Bank Card,Phishing
https://www.kuronekoyamato.co.jp/en/winamp/  ,Yamato Transport,Not Phishing
https://www.paypalobjects.com/sked.txt ,paypal,Not Phishing
https://d7husu9m.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/vets.php ,paypal,Not Phishing
https://www.eki-co-jp-adrmavxc.eiunclc.cn/,Ekinet,Phishing
https://47.91.11.190/,Apple ID,Phishing
https://bj13.cn/index.php?info=*,PayPay,Phishing
https://www.ana.co.jp/en/us/feedback3/ ,Ana,Not Phishing
https://www.paypalobjects.com/rating-5.html ,paypal,Not Phishing
https://wefsxzeg.xyz/index.php?info=*,softbank,Phishing
https://gucy6urkz.duckdns.org/,Aeon bank,Phishing
https://www.paypalobjects.com/xcl.php ,paypal,Not Phishing
https://guizhoupeizixinxi.cn/,SAISON CARD,Phishing
https://www.paypalobjects.com/story_graphics.html ,paypal,Not Phishing
https://www.kueresnsaskaycsato.co.jp.gzylsj.cn/,Yamato Transport,Phishing
https://x65feow.duckdns.org/,Aeon bank,Phishing
https://www.nhkplus.update.snhroofing.com/a3IwMDY1P3,NHK,Phishing
https://www1.mlcaed.co.jp.4vzwu2.cfd/,MICARD,Phishing
https://www.etc.userinformation.mingze799.com/a3IwMDY1P3,ETC,Phishing
https://www.paypalobjects.com/search_contents.txt ,paypal,Not Phishing
https://www.ana.co.jp/en/us/btn_help/ ,Ana,Not Phishing
https://my8qv90jc.duckdns.org/,Aeon bank,Phishing
https://jtrity.ygto.com,TS CUBIC CARD_MY TS3,Phishing
https://vgguyhiuo.2waky.com/,SAISON CARD,Phishing
https://www.paypalobjects.com/turkheimer.php ,paypal,Not Phishing
https://kuerenenkaycaeto.co.jp.fj1860.cn/,Yamato Transport,Phishing
https://49e1167ec30ceebba7705b259a580833.as6izv.cfd/caonige,Amazon,Phishing
https://www.paypalobjects.com/pixy.php ,paypal,Not Phishing
https://www.paypalobjects.com/t2578.php ,paypal,Not Phishing
https://www.adobe.com/store/ ,adobe,Not Phishing
https://hnbailiya.top/,PayPay,Phishing
https://5eury4.duckdns.org,Aeon bank,Phishing
https://www.kuronekoyamato.co.jp/en/win/  ,Yamato Transport,Not Phishing
http://hedhh.cfd/,Amazon,Phishing
https://www.americanexpress.com/copyright/ , americanexpress,Not Phishing
http://omcbxtpnky.duckdns.org/,Apple ID,Phishing
http://www.saisonsasaceard.co.jp.24hmm.cn/,SAISON CARD,Phishing
https://f95i1h.duckdns.org,Aeon bank,Phishing
https://www.paypalobjects.com/vulnerability_assessment.php ,paypal,Not Phishing
https://www.in-eki-co.jp-linkinic.sogohmb.cn/,Ekinet,Phishing
https://888ww.cfd/index.php?id=*,SAISON CARD,Phishing
https://www.paypalobjects.com/retrospective.html ,paypal,Not Phishing
